"toot_id";"created_at";"account";"toot_mentions_account"
1747197;"2017-04-06T06:00:50.000Z";"24759@icosahedron.website";"None"
1747195;"2017-04-06T06:00:28.000Z";"48066@mastodon.xyz";"None"
1747189;"2017-04-06T06:00:49.805Z";"19004@mastodon.social";"None"
1747166;"2017-04-06T06:00:23.000Z";"316@social.oalm.gub.uy";"None"
1747165;"2017-04-06T06:00:24.790Z";"12353@mastodon.social";"None"
1747152;"2017-04-06T06:00:11.423Z";"39204@mastodon.social";"None"
1747148;"2017-04-06T06:00:10.459Z";"13813@mastodon.social";"None"
1747137;"2017-04-06T06:00:02.000Z";"48693@masto.themimitoof.fr";"None"
1747136;"2017-04-06T06:00:02.332Z";"10506@mastodon.social";"None"
1747134;"2017-04-06T06:00:00.000Z";"54606@botsin.space";"None"
1747308;"2017-04-06T06:02:51.178Z";"6827@mastodon.social";"None"
1747302;"2017-04-06T06:02:35.000Z";"50782@witches.town";"None"
1747301;"2017-04-06T06:02:41.000Z";"25262@icosahedron.website";"None"
1747296;"2017-04-06T06:02:32.000Z";"28812@icosahedron.website";"None"
1747292;"2017-04-06T06:02:39.987Z";"32808@mastodon.social";"None"
1747281;"2017-04-06T06:02:28.149Z";"14543@mastodon.social";"None"
1747272;"2017-04-06T06:02:15.264Z";"30532@mastodon.social";"None"
1747271;"2017-04-06T06:02:08.000Z";"51267@social.tchncs.de";"None"
1747268;"2017-04-06T06:01:51.000Z";"21648@netzkombinat.su";"None"
1747267;"2017-04-06T06:02:08.681Z";"32709@mastodon.social";"None"
1747266;"2017-04-06T06:02:05.000Z";"50655@social.tchncs.de";"None"
1747265;"2017-04-06T06:02:01.000Z";"36851@social.tcit.fr";"None"
1747258;"2017-04-06T06:01:55.548Z";"40563@mastodon.social";"None"
1747256;"2017-04-06T06:01:54.491Z";"40269@mastodon.social";"None"
1747253;"2017-04-06T06:01:15.000Z";"49837@cybre.space";"None"
1747250;"2017-04-06T06:01:42.000Z";"52763@oc.todon.fr";"None"
1747249;"2017-04-06T06:01:49.885Z";"10827@mastodon.social";"None"
1747247;"2017-04-06T06:01:45.000Z";"40783@maly.io";"None"
1747429;"2017-04-06T06:04:53.743Z";"44475@mastodon.social";"None"
1747425;"2017-04-06T06:04:52.000Z";"55157@botsin.space";"None"
1747422;"2017-04-06T06:04:00.000Z";"55006@mastodon.network";"None"
1747418;"2017-04-06T05:52:34.000Z";"55160@memetastic.space";"None"
1747404;"2017-04-06T06:04:28.549Z";"26928@mastodon.social";"None"
1747401;"2017-04-06T06:04:19.000Z";"28812@icosahedron.website";"None"
1747395;"2017-04-06T06:04:08.000Z";"50980@mastodon.cloud";"None"
1747388;"2017-04-06T06:04:05.792Z";"26723@mastodon.social";"None"
1747386;"2017-04-06T06:04:03.000Z";"49709@social.nasqueron.org";"None"
1747377;"2017-04-06T06:03:59.772Z";"17124@mastodon.social";"None"
1747374;"2017-04-06T06:03:39.000Z";"37249@icosahedron.website";"None"
1747372;"2017-04-06T06:03:37.000Z";"53741@mastodon.cx";"None"
1747359;"2017-04-06T06:03:34.506Z";"10902@mastodon.social";"None"
1747340;"2017-04-06T06:03:14.548Z";"15168@mastodon.social";"None"
1747327;"2017-04-06T06:03:00.000Z";"44551@mastodon.cloud";"None"
1747316;"2017-04-06T06:02:58.914Z";"40624@mastodon.social";"None"
1747315;"2017-04-06T06:02:58.730Z";"17124@mastodon.social";"None"
1747311;"2017-04-06T06:02:46.000Z";"36969@awoo.space";"None"
1747310;"2017-04-06T06:02:20.000Z";"28455@awoo.space";"None"
1747512;"2017-04-06T06:06:26.000Z";"46748@mastodon.xyz";"None"
1747506;"2017-04-06T06:06:19.000Z";"52763@oc.todon.fr";"None"
1747498;"2017-04-06T06:06:13.000Z";"24759@icosahedron.website";"None"
1747497;"2017-04-06T06:06:14.893Z";"12209@mastodon.social";"None"
1747491;"2017-04-06T06:01:41.000Z";"27289@quitter.no";"None"
1747488;"2017-04-06T06:06:07.189Z";"44071@mastodon.social";"None"
1747487;"2017-04-06T06:06:05.000Z";"40783@maly.io";"None"
1747467;"2017-04-06T06:05:42.000Z";"55174@social.lou.lt";"None"
1747464;"2017-04-06T06:05:34.726Z";"27715@mastodon.social";"None"
1747462;"2017-04-06T06:05:33.727Z";"37022@mastodon.social";"None"
1747458;"2017-04-06T06:04:32.000Z";"55100@cybre.space";"None"
1747455;"2017-04-06T06:05:21.000Z";"46496@octodon.social";"None"
1747452;"2017-04-06T06:01:17.000Z";"845@quitter.no";"None"
1747451;"2017-04-06T06:05:17.000Z";"48302@mastodon.xyz";"None"
1747450;"2017-04-06T06:05:18.681Z";"29504@mastodon.social";"None"
1747447;"2017-04-06T06:05:16.948Z";"12209@mastodon.social";"None"
1747443;"2017-04-06T06:05:11.000Z";"44101@social.wxcafe.net";"None"
1747440;"2017-04-06T05:38:29.000Z";"55174@social.lou.lt";"None"
1747432;"2017-04-06T06:04:59.000Z";"54992@mstdn.io";"None"
1747605;"2017-04-06T06:08:04.966Z";"23864@mastodon.social";"None"
1747598;"2017-04-06T06:07:58.000Z";"52297@mstdn.io";"None"
1747593;"2017-04-06T06:07:54.000Z";"42868@status.dissidence.ovh";"None"
1747589;"2017-04-06T06:07:17.000Z";"38709@witches.town";"None"
1747587;"2017-04-06T06:07:51.232Z";"26187@mastodon.social";"None"
1747586;"2017-04-06T06:07:48.000Z";"40783@maly.io";"None"
1747585;"2017-04-06T06:07:48.000Z";"48912@mastodon.xyz";"None"
1747571;"2017-04-06T06:07:26.726Z";"26723@mastodon.social";"None"
1747570;"2017-04-06T06:07:26.630Z";"31492@mastodon.social";"None"
1747561;"2017-04-06T06:07:16.000Z";"24759@icosahedron.website";"None"
1747551;"2017-04-06T06:06:53.000Z";"40783@maly.io";"None"
1747544;"2017-04-06T06:06:47.000Z";"318@gs.archae.me";"None"
1747541;"2017-04-06T06:06:57.000Z";"46327@icosahedron.website";"None"
1747532;"2017-04-06T06:06:48.101Z";"12977@mastodon.social";"None"
1747531;"2017-04-06T06:06:46.000Z";"41553@toots.evilchi.li";"None"
1747529;"2017-04-06T06:06:43.000Z";"47568@mastodon.xyz";"None"
1747528;"2017-04-06T06:06:40.000Z";"55174@social.lou.lt";"None"
1747524;"2017-04-06T06:06:36.000Z";"48986@social.tchncs.de";"None"
1747517;"2017-04-06T06:06:24.000Z";"54412@mastodon.cloud";"None"
1747515;"2017-04-06T06:06:31.369Z";"26245@mastodon.social";"None"
1747720;"2017-04-06T06:10:05.000Z";"7849@quitter.se";"None"
1747716;"2017-04-06T06:08:49.000Z";"55160@memetastic.space";"None"
1747711;"2017-04-06T06:10:02.000Z";"44101@social.wxcafe.net";"None"
1747699;"2017-04-06T06:09:22.000Z";"55215@social.targaryen.house";"None"
1747686;"2017-04-06T06:08:18.000Z";"38709@witches.town";"None"
1747680;"2017-04-06T06:09:40.058Z";"28966@mastodon.social";"None"
1747672;"2017-04-06T06:09:23.000Z";"47194@mastodon.xyz";"None"
1747671;"2017-04-06T06:09:24.448Z";"26187@mastodon.social";"None"
1747670;"2017-04-06T06:09:21.339Z";"28491@mastodon.social";"None"
1747666;"2017-04-06T06:09:14.000Z";"48309@octodon.social";"None"
1747652;"2017-04-06T06:08:44.000Z";"54832@mastodon.network";"None"
1747648;"2017-04-06T06:08:23.000Z";"51883@social.tchncs.de";"None"
1747637;"2017-04-06T06:08:37.000Z";"55174@social.lou.lt";"None"
1747631;"2017-04-06T06:08:26.000Z";"25262@icosahedron.website";"None"
1747618;"2017-04-06T06:08:18.319Z";"34432@mastodon.social";"None"
1747611;"2017-04-06T06:08:11.967Z";"35803@mastodon.social";"None"
1747810;"2017-04-06T06:11:44.292Z";"28043@mastodon.social";"None"
1747808;"2017-04-06T06:11:40.000Z";"31921@mastodon.xyz";"None"
1747806;"2017-04-06T06:11:38.000Z";"50782@witches.town";"None"
1747803;"2017-04-06T06:11:30.000Z";"44647@mastodon.xyz";"None"
1747801;"2017-04-06T06:11:29.000Z";"49837@cybre.space";"None"
1747791;"2017-04-06T06:11:22.346Z";"23537@mastodon.social";"None"
1747782;"2017-04-06T06:11:14.000Z";"44647@mastodon.xyz";"None"
1747773;"2017-04-06T06:11:05.416Z";"38907@mastodon.social";"None"
1747772;"2017-04-06T06:11:05.384Z";"25995@mastodon.social";"None"
1747758;"2017-04-06T06:10:52.000Z";"54992@mstdn.io";"None"
1747757;"2017-04-06T06:10:52.696Z";"10207@mastodon.social";"None"
1747754;"2017-04-06T06:10:49.285Z";"19338@mastodon.social";"None"
1747741;"2017-04-06T06:10:34.000Z";"40400@awoo.space";"None"
1747736;"2017-04-06T06:10:33.000Z";"55174@social.lou.lt";"None"
1747727;"2017-04-06T06:10:05.000Z";"54832@mastodon.network";"None"
1747962;"2017-04-06T06:14:29.589Z";"21501@mastodon.social";"None"
1747960;"2017-04-06T06:14:28.758Z";"30639@mastodon.social";"None"
1747958;"2017-04-06T06:14:26.127Z";"31194@mastodon.social";"None"
1747949;"2017-04-06T06:14:13.000Z";"49605@awoo.space";"None"
1747931;"2017-04-06T06:13:59.000Z";"47047@social.targaryen.house";"None"
1747922;"2017-04-06T06:13:48.810Z";"15168@mastodon.social";"None"
1747915;"2017-04-06T06:13:42.000Z";"49651@social.tchncs.de";"None"
1747914;"2017-04-06T04:01:55.000Z";"16540@gnusocial.de";"None"
1747911;"2017-04-06T06:13:37.000Z";"49605@awoo.space";"None"
1747909;"2017-04-06T06:13:39.000Z";"54239@xoxo.zone";"None"
1747900;"2017-04-06T06:13:22.000Z";"54832@mastodon.network";"None"
1747895;"2017-04-06T06:13:24.151Z";"19338@mastodon.social";"None"
1747890;"2017-04-06T06:13:12.000Z";"47379@icosahedron.website";"None"
1747875;"2017-04-06T06:13:00.563Z";"13547@mastodon.social";"None"
1747869;"2017-04-06T06:12:54.000Z";"54809@octodon.social";"None"
1747862;"2017-04-06T06:12:31.000Z";"47208@awoo.space";"None"
1747841;"2017-04-06T06:12:13.715Z";"41699@mastodon.social";"None"
1747836;"2017-04-06T06:12:10.000Z";"47208@awoo.space";"None"
1747827;"2017-04-06T06:12:04.488Z";"39204@mastodon.social";"None"
1748062;"2017-04-06T06:16:08.123Z";"21056@mastodon.social";"None"
1748059;"2017-04-06T06:16:03.921Z";"34328@mastodon.social";"None"
1748051;"2017-04-06T06:16:00.000Z";"46064@aleph.land";"None"
1748027;"2017-04-06T06:15:15.000Z";"39802@gs.archae.me";"None"
1748026;"2017-04-06T06:15:40.503Z";"12353@mastodon.social";"None"
1748025;"2017-04-06T06:15:38.000Z";"38116@mastodon.xyz";"None"
1748023;"2017-04-06T06:15:38.587Z";"19374@mastodon.social";"None"
1748015;"2017-04-06T06:14:20.000Z";"55219@oc.todon.fr";"None"
1748011;"2017-04-06T06:15:24.000Z";"54992@mstdn.io";"None"
1748010;"2017-04-06T06:15:22.000Z";"54178@sungo.io";"None"
1748007;"2017-04-06T06:15:21.278Z";"30315@mastodon.social";"None"
1748003;"2017-04-06T06:15:12.000Z";"55174@social.lou.lt";"None"
1747995;"2017-04-06T06:15:03.248Z";"18207@mastodon.social";"None"
1747981;"2017-04-06T06:14:52.000Z";"55061@mastodon.pericles.world";"None"
1747978;"2017-04-06T06:14:50.000Z";"40536@aleph.land";"None"
1747973;"2017-04-06T06:14:47.900Z";"15524@mastodon.social";"None"
1748181;"2017-04-06T06:18:17.000Z";"40783@maly.io";"None"
1748179;"2017-04-06T06:18:16.000Z";"49837@cybre.space";"None"
1748172;"2017-04-06T06:18:08.000Z";"49628@social.targaryen.house";"None"
1748171;"2017-04-06T06:18:16.650Z";"34294@mastodon.social";"None"
1748163;"2017-04-06T06:18:04.179Z";"44820@mastodon.social";"None"
1748151;"2017-04-06T06:17:48.000Z";"44551@mastodon.cloud";"None"
1748142;"2017-04-06T05:07:10.000Z";"55223@social.targaryen.house";"None"
1748139;"2017-04-06T06:17:38.000Z";"21169@social.tchncs.de";"None"
1748138;"2017-04-06T06:17:34.000Z";"49176@witches.town";"None"
1748133;"2017-04-06T06:17:32.000Z";"48912@mastodon.xyz";"None"
1748090;"2017-04-06T06:16:43.000Z";"49954@social.targaryen.house";"None"
1748085;"2017-04-06T06:16:39.000Z";"24759@icosahedron.website";"None"
1748084;"2017-04-06T06:16:39.281Z";"15809@mastodon.social";"None"
1748083;"2017-04-06T06:16:36.721Z";"36372@mastodon.social";"None"
1748082;"2017-04-06T06:16:35.807Z";"41489@mastodon.social";"None"
1748074;"2017-04-06T06:16:19.000Z";"46748@mastodon.xyz";"None"
1748069;"2017-04-06T06:16:02.000Z";"18071@loadaverage.org";"None"
1748279;"2017-04-06T06:20:27.641Z";"41821@mastodon.social";"None"
1748278;"2017-04-06T06:20:19.000Z";"24759@icosahedron.website";"None"
1748272;"2017-04-06T06:20:20.745Z";"32808@mastodon.social";"None"
1748265;"2017-04-06T06:20:09.000Z";"48986@social.tchncs.de";"None"
1748251;"2017-04-06T06:20:02.910Z";"19338@mastodon.social";"None"
1748248;"2017-04-06T06:19:59.480Z";"34328@mastodon.social";"None"
1748243;"2017-04-06T06:19:26.000Z";"52083@witches.town";"None"
1748235;"2017-04-06T06:19:48.000Z";"46608@masto.raildecake.fr";"None"
1748233;"2017-04-06T06:19:45.000Z";"46064@aleph.land";"None"
1748232;"2017-04-06T06:19:45.221Z";"23457@mastodon.social";"None"
1748229;"2017-04-06T06:19:41.521Z";"42391@mastodon.social";"None"
1748223;"2017-04-06T06:19:22.000Z";"50782@witches.town";"None"
1748219;"2017-04-06T06:19:19.000Z";"50353@octodon.social";"None"
1748203;"2017-04-06T06:18:58.000Z";"49837@cybre.space";"None"
1748201;"2017-04-06T06:18:59.015Z";"21255@mastodon.social";"None"
1748194;"2017-04-06T06:18:45.280Z";"32808@mastodon.social";"None"
1748190;"2017-04-06T06:17:21.000Z";"6373@dent.smithfam.info";"None"
1748183;"2017-04-06T06:18:25.415Z";"21501@mastodon.social";"None"
1748354;"2017-04-06T06:21:46.000Z";"21169@social.tchncs.de";"None"
1748352;"2017-04-06T06:21:47.079Z";"28828@mastodon.social";"None"
1748351;"2017-04-06T06:21:46.086Z";"40047@mastodon.social";"None"
1748349;"2017-04-06T06:21:44.482Z";"15690@mastodon.social";"None"
1748345;"2017-04-06T06:21:42.502Z";"13547@mastodon.social";"None"
1748337;"2017-04-06T06:21:37.293Z";"37568@mastodon.social";"None"
1748335;"2017-04-06T06:21:36.277Z";"28828@mastodon.social";"None"
1748333;"2017-04-06T06:21:34.946Z";"11706@mastodon.social";"None"
1748327;"2017-04-06T06:21:24.000Z";"48017@mastodon.xyz";"None"
1748326;"2017-04-06T05:55:24.000Z";"55171@social.lou.lt";"None"
1748323;"2017-04-06T06:21:23.000Z";"47537@mastodon.xyz";"None"
1748307;"2017-04-06T06:21:04.000Z";"48285@botsin.space";"None"
1748302;"2017-04-06T06:20:59.590Z";"41341@mastodon.social";"None"
1748297;"2017-04-06T06:20:55.174Z";"27554@mastodon.social";"None"
1748293;"2017-04-06T06:20:50.000Z";"50169@witches.town";"None"
1748289;"2017-04-06T06:20:42.245Z";"15690@mastodon.social";"None"
1748284;"2017-04-06T06:20:37.000Z";"48302@mastodon.xyz";"None"
1748283;"2017-04-06T06:20:37.000Z";"50782@witches.town";"None"
1748281;"2017-04-06T06:20:32.000Z";"46748@mastodon.xyz";"None"
1748430;"2017-04-06T06:23:08.000Z";"40783@maly.io";"None"
1748425;"2017-04-06T06:23:04.000Z";"49968@social.tchncs.de";"None"
1748422;"2017-04-06T06:23:03.000Z";"46748@mastodon.xyz";"None"
1748421;"2017-04-06T06:23:04.143Z";"27732@mastodon.social";"None"
1748420;"2017-04-06T06:23:03.090Z";"27156@mastodon.social";"None"
1748418;"2017-04-06T06:22:59.963Z";"17239@mastodon.social";"None"
1748399;"2017-04-06T06:22:35.000Z";"48317@social.wxcafe.net";"None"
1748396;"2017-04-06T06:22:33.000Z";"36775@maly.io";"None"
1748393;"2017-04-06T06:22:30.227Z";"44974@mastodon.social";"None"
1748392;"2017-04-06T06:22:28.848Z";"34294@mastodon.social";"None"
1748387;"2017-04-06T06:22:22.378Z";"22489@mastodon.social";"None"
1748381;"2017-04-06T06:22:15.542Z";"40269@mastodon.social";"None"
1748373;"2017-04-06T06:22:07.164Z";"21255@mastodon.social";"None"
1748369;"2017-04-06T06:22:05.240Z";"42151@mastodon.social";"None"
1748368;"2017-04-06T06:22:04.000Z";"55006@mastodon.network";"None"
1748365;"2017-04-06T06:22:00.990Z";"23511@mastodon.social";"None"
1748363;"2017-04-06T06:22:00.860Z";"22489@mastodon.social";"None"
1748360;"2017-04-06T06:21:56.000Z";"54809@octodon.social";"None"
1748526;"2017-04-06T06:24:40.000Z";"36775@maly.io";"None"
1748521;"2017-04-06T06:24:46.000Z";"55174@social.lou.lt";"None"
1748520;"2017-04-06T06:24:37.000Z";"46748@mastodon.xyz";"None"
1748501;"2017-04-06T06:24:20.000Z";"50599@social.tchncs.de";"None"
1748499;"2017-04-06T06:24:20.255Z";"27692@mastodon.social";"None"
1748498;"2017-04-06T06:24:15.000Z";"49176@witches.town";"None"
1748496;"2017-04-06T06:24:18.980Z";"15809@mastodon.social";"None"
1748494;"2017-04-06T06:24:18.650Z";"27156@mastodon.social";"None"
1748490;"2017-04-06T06:24:11.000Z";"50600@cybre.space";"None"
1748487;"2017-04-06T06:24:10.128Z";"30315@mastodon.social";"None"
1748473;"2017-04-06T06:23:55.764Z";"27391@mastodon.social";"None"
1748472;"2017-04-06T06:23:51.000Z";"46748@mastodon.xyz";"None"
1748466;"2017-04-06T06:19:03.000Z";"53724@mastodon.cloud";"None"
1748450;"2017-04-06T06:23:27.231Z";"31130@mastodon.social";"None"
1748435;"2017-04-06T06:23:08.000Z";"39334@mastodon.xyz";"None"
1748638;"2017-04-06T06:26:40.896Z";"43962@mastodon.social";"None"
1748624;"2017-04-06T06:26:27.391Z";"21255@mastodon.social";"None"
1748615;"2017-04-06T06:26:17.000Z";"50600@cybre.space";"None"
1748614;"2017-04-06T06:26:12.858Z";"17239@mastodon.social";"None"
1748606;"2017-04-06T06:26:02.312Z";"21255@mastodon.social";"None"
1748587;"2017-04-06T06:25:42.000Z";"45401@mastodon.xyz";"None"
1748579;"2017-04-06T06:25:36.034Z";"44956@mastodon.social";"None"
1748566;"2017-04-06T06:25:25.000Z";"45607@gnusocial.de";"None"
1748565;"2017-04-06T06:25:23.000Z";"50782@witches.town";"None"
1748564;"2017-04-06T06:25:22.621Z";"30315@mastodon.social";"None"
1748560;"2017-04-06T06:25:20.298Z";"42573@mastodon.social";"None"
1748552;"2017-04-06T06:25:03.000Z";"50559@social.tchncs.de";"None"
1748550;"2017-04-06T06:25:12.077Z";"43147@mastodon.social";"None"
1748549;"2017-04-06T06:25:06.000Z";"7849@quitter.se";"None"
1748545;"2017-04-06T06:25:10.388Z";"42151@mastodon.social";"None"
1748539;"2017-04-06T06:25:05.980Z";"34328@mastodon.social";"None"
1748535;"2017-04-06T06:24:51.000Z";"46317@mastodon.cx";"None"
1748532;"2017-04-06T06:24:57.000Z";"47194@mastodon.xyz";"None"
1748731;"2017-04-06T06:28:02.000Z";"50980@mastodon.cloud";"None"
1748730;"2017-04-06T06:28:00.380Z";"46158@mastodon.social";"None"
1748726;"2017-04-06T06:27:58.298Z";"33295@mastodon.social";"None"
1748721;"2017-04-06T06:14:51.000Z";"55233@social.lou.lt";"None"
1748715;"2017-04-06T06:08:51.000Z";"55206@social.lou.lt";"None"
1748709;"2017-04-06T06:27:41.000Z";"47568@mastodon.xyz";"None"
1748708;"2017-04-06T06:27:34.000Z";"40783@maly.io";"None"
1748699;"2017-04-06T06:27:36.000Z";"49630@octodon.social";"None"
1748698;"2017-04-06T06:27:37.401Z";"41341@mastodon.social";"None"
1748679;"2017-04-06T06:17:23.000Z";"55237@octodon.social";"None"
1748675;"2017-04-06T06:27:08.000Z";"47797@social.targaryen.house";"None"
1748671;"2017-04-06T06:26:45.000Z";"52532@octodon.social";"None"
1748670;"2017-04-06T06:27:01.180Z";"44820@mastodon.social";"None"
1748668;"2017-04-06T06:26:52.000Z";"46660@mastodon.xyz";"None"
1748666;"2017-04-06T06:26:54.850Z";"39054@mastodon.social";"None"
1748660;"2017-04-06T06:25:59.000Z";"55233@social.lou.lt";"None"
1748655;"2017-04-06T06:26:45.000Z";"54718@octodon.social";"None"
1748654;"2017-04-06T06:26:50.169Z";"31130@mastodon.social";"None"
1748643;"2017-04-06T06:26:44.331Z";"34328@mastodon.social";"None"
1748843;"2017-04-06T06:29:55.000Z";"50291@pouet.me";"None"
1748842;"2017-04-06T06:29:56.469Z";"28043@mastodon.social";"None"
1748833;"2017-04-06T06:29:30.000Z";"54648@mastodon.cloud";"None"
1748819;"2017-04-06T06:29:38.000Z";"40783@maly.io";"None"
1748802;"2017-04-06T06:29:16.000Z";"40783@maly.io";"None"
1748800;"2017-04-06T06:29:12.000Z";"49692@mastodon.network";"None"
1748797;"2017-04-06T06:29:12.000Z";"50980@mastodon.cloud";"None"
1748794;"2017-04-06T03:35:18.000Z";"55242@mastodon.ninetailed.uk";"None"
1748790;"2017-04-06T06:29:05.482Z";"32597@mastodon.social";"None"
1748789;"2017-04-06T06:29:02.000Z";"48302@mastodon.xyz";"None"
1748755;"2017-04-06T06:26:13.000Z";"47555@mastodon.xyz";"None"
1748751;"2017-04-06T06:28:24.673Z";"44820@mastodon.social";"None"
1748745;"2017-04-06T06:28:20.442Z";"27554@mastodon.social";"None"
1748743;"2017-04-06T06:28:17.000Z";"50600@cybre.space";"None"
1748742;"2017-04-06T06:28:11.000Z";"53701@social.tchncs.de";"None"
1748741;"2017-04-06T06:28:10.000Z";"17075@social.tchncs.de";"None"
1748962;"2017-04-06T06:31:49.000Z";"50775@social.tchncs.de";"None"
1748955;"2017-04-06T06:31:39.257Z";"34328@mastodon.social";"None"
1748943;"2017-04-06T06:31:24.000Z";"46585@mastodon.xyz";"None"
1748936;"2017-04-06T06:31:22.798Z";"17006@mastodon.social";"None"
1748935;"2017-04-06T06:31:21.000Z";"52444@mastodon.technology";"None"
1748920;"2017-04-06T06:31:06.578Z";"39054@mastodon.social";"None"
1748916;"2017-04-06T06:31:00.000Z";"54253@sync.appservice.fr";"None"
1748906;"2017-04-06T06:30:52.000Z";"39277@pouet.yolops.net";"None"
1748902;"2017-04-06T06:30:46.000Z";"50812@social.tchncs.de";"None"
1748897;"2017-04-06T06:30:41.000Z";"50697@social.tcit.fr";"None"
1748893;"2017-04-06T06:30:41.924Z";"13547@mastodon.social";"None"
1748887;"2017-04-06T06:30:34.131Z";"46158@mastodon.social";"None"
1748879;"2017-04-06T06:30:26.906Z";"21454@mastodon.social";"None"
1748875;"2017-04-06T06:29:29.000Z";"50600@cybre.space";"None"
1748874;"2017-04-06T06:30:24.880Z";"26482@mastodon.social";"None"
1748856;"2017-04-06T06:30:06.470Z";"12353@mastodon.social";"None"
1748850;"2017-04-06T06:30:00.000Z";"54606@botsin.space";"None"
1748847;"2017-04-06T06:29:58.000Z";"42823@aleph.land";"None"
1748846;"2017-04-06T06:29:58.298Z";"43536@mastodon.social";"None"
1749074;"2017-04-06T06:34:06.000Z";"54832@mastodon.network";"None"
1749071;"2017-04-06T06:34:07.421Z";"17239@mastodon.social";"None"
1749069;"2017-04-06T06:34:05.840Z";"10506@mastodon.social";"None"
1749060;"2017-04-06T06:33:50.043Z";"32481@mastodon.social";"None"
1749059;"2017-04-06T06:33:49.677Z";"27093@mastodon.social";"None"
1749047;"2017-04-06T06:33:40.000Z";"55206@social.lou.lt";"None"
1749046;"2017-04-06T06:33:40.124Z";"43536@mastodon.social";"None"
1749031;"2017-04-06T06:30:19.000Z";"305@social.systemreboot.net";"None"
1749016;"2017-04-06T06:32:57.708Z";"24234@mastodon.social";"None"
1748986;"2017-04-06T06:32:21.000Z";"36953@social.wxcafe.net";"None"
1748984;"2017-04-06T06:32:26.000Z";"52401@social.alex73630.xyz";"None"
1748977;"2017-04-06T06:29:11.000Z";"17340@quitter.no";"None"
1748976;"2017-04-06T06:32:04.000Z";"47568@mastodon.xyz";"None"
1748967;"2017-04-06T06:31:55.227Z";"45623@mastodon.social";"None"
1748963;"2017-04-06T06:31:51.000Z";"54258@tootplanet.space";"None"
1749165;"2017-04-06T06:35:55.591Z";"30356@mastodon.social";"None"
